Word,LFS,PLFS,RLP,HLT,WSA,OS,ODS,ExpectedGuesses
MANIE,0.416,0.36,0.0,0.149,0.101,0.854,0.324,3.634
KNURL,0.692,0.721,0.0,0.888,0.219,1.0,0.597,4.59
GAMME,0.537,0.518,1.0,0.563,0.302,0.698,0.596,4.586
TERNS,0.356,0.289,0.0,0.118,0.137,0.677,0.272,3.452
CUFFO,0.819,0.708,1.0,0.893,0.403,1.0,0.805,5.318
INKED,0.586,0.661,0.0,0.339,0.552,0.668,0.48,4.18
SABED,0.362,0.304,0.0,0.311,0.195,1.0,0.362,3.767
PAIPE,0.451,0.377,1.0,0.595,0.131,1.0,0.578,4.523
PALET,0.428,0.286,0.0,0.119,0.264,1.0,0.357,3.75
QUIRE,0.592,0.571,0.0,0.591,0.168,0.695,0.452,4.082
POWIN,0.692,0.529,0.0,0.232,0.745,1.0,0.549,4.422
CILLS,0.529,0.354,1.0,0.482,0.307,1.0,0.604,4.614
FUSSY,0.539,0.614,1.0,0.748,0.78,0.665,0.706,4.971
GOONY,0.641,0.435,1.0,0.552,0.877,1.0,0.74,5.09
YITES,0.403,0.349,0.0,0.185,0.327,1.0,0.38,3.83
ALCES,0.313,0.37,0.0,0.277,0.048,1.0,0.332,3.662
YOGIN,0.669,0.622,0.0,0.435,0.745,1.0,0.588,4.558
CALKS,0.505,0.297,0.0,0.771,0.38,1.0,0.493,4.226
TAWIE,0.452,0.487,0.0,0.608,0.023,1.0,0.431,4.008
ROUPY,0.657,0.508,0.0,0.69,0.326,1.0,0.543,4.4
SERIF,0.408,0.377,0.0,0.12,0.169,0.474,0.273,3.456
BOOGY,0.695,0.429,1.0,0.875,0.996,1.0,0.819,5.366
FRABS,0.504,0.424,0.0,0.696,0.288,1.0,0.487,4.204
KNAGS,0.528,0.481,0.0,0.98,0.468,1.0,0.571,4.498
ALWAY,0.527,0.619,1.0,0.747,0.59,0.689,0.678,4.873
MONER,0.47,0.309,0.0,0.032,0.465,1.0,0.388,3.858
CHIME,0.63,0.552,0.0,0.284,0.248,0.593,0.409,3.932
TAPPA,0.484,0.554,1.0,0.536,0.498,1.0,0.659,4.806
SHOGS,0.455,0.354,1.0,0.71,0.857,1.0,0.702,4.957
GRONE,0.488,0.53,0.0,0.147,0.3,1.0,0.419,3.966
OMEGA,0.443,0.717,0.0,0.432,0.299,0.097,0.342,3.697
KISAN,0.443,0.607,0.0,0.21,0.52,1.0,0.461,4.114
GESTS,0.322,0.408,1.0,0.069,0.385,0.848,0.487,4.204
EOLID,0.46,0.516,0.0,0.453,0.522,1.0,0.489,4.212
BAFFY,0.785,0.559,1.0,0.944,0.901,1.0,0.857,5.499
ZAMBO,0.676,0.655,0.0,0.894,0.72,1.0,0.659,4.806
ABAHT,0.519,0.629,1.0,0.871,0.125,1.0,0.674,4.859
HADAL,0.487,0.539,1.0,0.225,0.632,1.0,0.631,4.708
LIGNE,0.547,0.594,0.0,0.528,0.347,0.573,0.443,4.05
ORACH,0.536,0.626,0.0,0.101,0.134,1.0,0.413,3.946
REPLA,0.394,0.595,0.0,0.242,0.275,1.0,0.415,3.952
HUIES,0.443,0.263,0.0,0.657,0.549,1.0,0.481,4.184
RANIS,0.344,0.259,0.0,0.064,0.165,1.0,0.309,3.582
SPALD,0.465,0.472,0.0,0.42,0.294,1.0,0.444,4.054
STUMS,0.456,0.436,1.0,0.598,0.411,1.0,0.631,4.708
STAGS,0.333,0.342,1.0,0.412,0.337,0.68,0.499,4.246
GODLY,0.714,0.531,0.0,0.842,0.755,0.634,0.593,4.576
SLACK,0.505,0.492,0.0,0.611,0.301,0.505,0.413,3.946
FEZES,0.446,0.36,1.0,0.921,0.699,1.0,0.708,4.978
BRIES,0.388,0.233,0.0,0.29,0.286,1.0,0.368,3.788
PEKEA,0.37,0.437,1.0,0.684,0.387,1.0,0.619,4.666
NATAL,0.404,0.508,1.0,0.557,0.417,0.332,0.523,4.33
GULFS,0.676,0.454,0.0,0.958,0.796,0.887,0.633,4.716
BINTS,0.555,0.315,0.0,0.157,0.327,1.0,0.409,3.932
NOSHI,0.499,0.635,0.0,0.383,0.705,1.0,0.533,4.366
WHITE,0.624,0.57,0.0,0.181,0.191,0.005,0.298,3.543
MEANT,0.439,0.441,0.0,0.014,0.227,0.056,0.22,3.27
KIGHT,0.791,0.708,0.0,0.789,0.437,1.0,0.638,4.733
REKED,0.441,0.478,1.0,0.486,0.34,1.0,0.606,4.621
MOUSY,0.57,0.479,0.0,0.532,0.756,1.0,0.558,4.453
PAWAS,0.407,0.316,1.0,0.638,0.82,1.0,0.668,4.838
OKRAS,0.374,0.448,0.0,0.84,0.285,1.0,0.479,4.176
SPANK,0.508,0.497,0.0,0.471,0.445,0.185,0.367,3.784
GLOBY,0.743,0.605,0.0,0.839,0.867,1.0,0.682,4.887
SAUNT,0.426,0.384,0.0,0.382,0.163,1.0,0.396,3.886
KYUDO,0.746,0.75,0.0,0.985,0.862,1.0,0.726,5.041
RIDGY,0.71,0.609,0.0,0.873,0.298,1.0,0.594,4.579
VICES,0.505,0.379,0.0,0.11,0.286,0.606,0.333,3.665
SHOVE,0.486,0.499,0.0,0.417,0.364,0.621,0.407,3.924
SPICS,0.455,0.375,1.0,0.739,0.224,1.0,0.614,4.649
SPIRY,0.537,0.476,0.0,0.697,0.287,1.0,0.503,4.26
JESTS,0.373,0.463,1.0,0.292,0.385,0.862,0.544,4.404
PROGS,0.527,0.388,0.0,0.626,0.398,0.666,0.443,4.05
WARRE,0.407,0.407,1.0,0.266,0.229,1.0,0.537,4.38
RUBEL,0.555,0.522,0.0,0.666,0.284,0.692,0.463,4.12
FOOTY,0.654,0.428,1.0,0.452,0.521,0.657,0.622,4.677
FLAGS,0.535,0.426,0.0,0.795,0.461,0.067,0.396,3.886
AGRIA,0.404,0.568,1.0,0.499,0.293,1.0,0.605,4.618
SKYFS,0.578,0.535,1.0,0.993,0.817,1.0,0.796,5.286
LADED,0.451,0.417,1.0,0.171,0.202,1.0,0.531,4.358
FLOTA,0.544,0.58,0.0,0.525,0.336,1.0,0.502,4.257
STAGE,0.329,0.462,0.0,0.199,0.184,0.019,0.212,3.242
ASPEN,0.317,0.597,0.0,0.224,0.17,0.216,0.26,3.41
NARES,0.241,0.147,0.0,0.38,0.244,0.884,0.308,3.578
YULAN,0.589,0.599,0.0,0.685,0.58,1.0,0.577,4.52
KAJAL,0.575,0.611,1.0,0.956,0.815,1.0,0.801,5.304
UNGOT,0.674,0.781,0.0,0.38,0.291,1.0,0.536,4.376
FRETS,0.431,0.419,0.0,0.181,0.127,0.676,0.318,3.613
CURVY,0.811,0.5,0.0,0.964,0.266,0.673,0.563,4.47
SKOFS,0.484,0.409,1.0,0.954,0.857,1.0,0.754,5.139
LURKS,0.563,0.381,0.0,0.806,0.253,0.682,0.459,4.107
JAPAN,0.562,0.578,1.0,0.529,0.826,0.012,0.582,4.537
PINTO,0.606,0.477,0.0,0.07,0.263,0.594,0.362,3.767
WINEY,0.618,0.395,0.0,0.251,0.637,1.0,0.497,4.24
ARRAS,0.21,0.318,1.0,0.252,0.166,0.693,0.417,3.96
OPSIN,0.485,0.739,0.0,0.358,0.696,0.872,0.521,4.324
KEMBS,0.553,0.503,0.0,0.808,0.704,1.0,0.59,4.565
LUNAS,0.424,0.356,0.0,0.877,0.521,0.694,0.473,4.156
ATRIA,0.343,0.556,1.0,0.182,0.075,0.681,0.46,4.11
FLOWY,0.789,0.621,0.0,0.922,0.867,1.0,0.709,4.982
SITUP,0.553,0.527,0.0,0.407,0.303,1.0,0.474,4.159
TEPAS,0.31,0.389,0.0,0.202,0.259,1.0,0.355,3.742
KATAS,0.343,0.337,1.0,0.364,0.484,1.0,0.564,4.474
BOYSY,0.607,0.547,1.0,0.921,0.868,1.0,0.802,5.307
HOWKS,0.666,0.467,0.0,0.96,1.0,1.0,0.681,4.884
HITCH,0.77,0.654,1.0,0.36,0.263,0.366,0.589,4.562
JEELY,0.531,0.55,1.0,0.661,0.642,1.0,0.711,4.988
PREDY,0.588,0.529,0.0,0.334,0.301,1.0,0.472,4.152
DORIC,0.603,0.445,0.0,0.126,0.198,0.698,0.371,3.798
LIVER,0.541,0.531,0.0,0.121,0.359,0.082,0.299,3.546
REFFO,0.584,0.693,1.0,0.375,0.35,1.0,0.659,4.806
PORIN,0.572,0.376,0.0,0.029,0.296,0.869,0.378,3.823
FLEER,0.424,0.485,1.0,0.311,0.371,0.658,0.53,4.355
COBLE,0.561,0.499,0.0,0.425,0.25,0.691,0.42,3.97
SIBIA,0.41,0.501,1.0,0.707,0.48,1.0,0.656,4.796
FECES,0.388,0.316,1.0,0.184,0.364,0.643,0.473,4.156
RESAT,0.233,0.536,0.0,0.01,0.2,1.0,0.32,3.62
PROFS,0.548,0.406,0.0,0.546,0.398,0.673,0.44,4.04
GRODY,0.682,0.566,0.0,0.752,0.326,1.0,0.567,4.484
SCAGS,0.382,0.346,1.0,0.655,0.323,1.0,0.594,4.579
HELLO,0.505,0.564,1.0,0.104,0.546,0.03,0.463,4.12
IMMEW,0.653,0.675,1.0,0.571,0.714,1.0,0.757,5.15
FATAL,0.479,0.486,1.0,0.158,0.492,0.147,0.462,4.117
RUBAN,0.576,0.614,0.0,0.626,0.273,1.0,0.521,4.324
SONSE,0.218,0.33,1.0,0.075,0.329,1.0,0.465,4.128
QUEEM,0.566,0.53,1.0,0.67,0.728,1.0,0.731,5.058
FIRES,0.408,0.206,0.0,0.12,0.35,0.156,0.227,3.294
BOTES,0.393,0.193,0.0,0.117,0.454,1.0,0.363,3.77
FLEGS,0.524,0.481,0.0,0.801,0.682,1.0,0.576,4.516
QUINO,0.709,0.622,0.0,0.476,0.652,1.0,0.59,4.565
SASIN,0.257,0.399,1.0,0.058,0.379,1.0,0.49,4.215
HIPLY,0.747,0.616,0.0,0.634,0.821,1.0,0.647,4.764
BERKS,0.476,0.299,0.0,0.538,0.347,0.638,0.392,3.872
PINCH,0.763,0.527,0.0,0.26,0.431,0.48,0.445,4.058
CHIRK,0.744,0.59,0.0,0.54,0.274,1.0,0.547,4.414
PAWKY,0.752,0.504,0.0,0.994,0.901,1.0,0.698,4.943
MALLS,0.431,0.276,1.0,0.241,0.748,0.229,0.482,4.187
FISTY,0.611,0.562,0.0,0.235,0.423,1.0,0.486,4.201
MAINS,0.421,0.245,0.0,0.121,0.469,0.377,0.287,3.504
BALDY,0.65,0.424,0.0,0.723,0.654,0.683,0.535,4.373
LITER,0.444,0.465,0.0,0.01,0.191,0.361,0.265,3.428
GENIE,0.424,0.453,1.0,0.229,0.282,0.539,0.481,4.184
LOBUS,0.543,0.45,0.0,0.621,0.778,1.0,0.563,4.47
ARVAL,0.46,0.65,1.0,0.435,0.183,1.0,0.605,4.618
MUMBO,0.753,0.654,1.0,0.857,0.865,0.688,0.798,5.293
VODOU,0.684,0.648,1.0,0.689,0.863,1.0,0.801,5.304
BOWET,0.601,0.419,0.0,0.482,0.433,1.0,0.5,4.25
RICEY,0.539,0.447,0.0,0.32,0.253,1.0,0.438,4.033
EPPIE,0.44,0.717,1.0,0.694,0.37,1.0,0.677,4.87
CORNY,0.645,0.366,0.0,0.408,0.351,0.671,0.431,4.008
FATED,0.503,0.375,0.0,0.102,0.123,0.665,0.316,3.606
UTERO,0.445,0.722,0.0,0.042,0.151,0.682,0.351,3.728
GOOSY,0.512,0.459,1.0,0.788,0.868,1.0,0.745,5.108
BELVE,0.534,0.505,1.0,0.631,0.336,1.0,0.654,4.789
BREAM,0.46,0.544,0.0,0.267,0.286,0.678,0.381,3.834
UMMAS,0.505,0.57,1.0,0.554,0.666,1.0,0.695,4.932
JACET,0.55,0.468,0.0,0.489,0.225,1.0,0.465,4.128
DEMUR,0.571,0.616,0.0,0.426,0.371,1.0,0.505,4.268
CHARA,0.472,0.534,1.0,0.098,0.3,0.694,0.512,4.292
TURFY,0.747,0.504,0.0,0.889,0.176,1.0,0.572,4.502
STACK,0.507,0.531,0.0,0.221,0.283,0.09,0.296,3.536
TOGAS,0.404,0.348,0.0,0.396,0.322,1.0,0.411,3.938
MARDS,0.435,0.245,0.0,0.349,0.276,1.0,0.389,3.862
HONGI,0.682,0.537,0.0,0.171,0.753,1.0,0.54,4.39
TOISE,0.309,0.417,0.0,0.229,0.079,1.0,0.336,3.676
KAPHA,0.565,0.623,1.0,0.798,0.901,1.0,0.79,5.265
CRARE,0.369,0.463,1.0,0.124,0.205,1.0,0.511,4.288
CADGE,0.531,0.497,0.0,0.652,0.048,1.0,0.462,4.117
BEEFS,0.401,0.375,1.0,0.759,0.704,0.699,0.631,4.708
GROSZ,0.592,0.631,0.0,0.925,0.38,0.723,0.547,4.414
MEUSE,0.325,0.511,1.0,0.382,0.222,0.697,0.503,4.26
UMBER,0.601,0.668,0.0,0.469,0.407,0.68,0.484,4.194
MOTED,0.528,0.359,0.0,0.129,0.349,1.0,0.408,3.928
TITTY,0.65,0.515,1.0,0.226,0.429,0.603,0.578,4.523
HIGHT,0.783,0.696,1.0,0.648,0.437,0.681,0.715,5.002
LEMES,0.297,0.302,1.0,0.057,0.633,1.0,0.523,4.33
WHEFT,0.729,0.701,0.0,0.47,0.394,1.0,0.567,4.484
SMOUT,0.526,0.547,0.0,0.517,0.372,1.0,0.497,4.24
FURRS,0.549,0.359,1.0,0.667,0.345,1.0,0.643,4.751
YEVEN,0.526,0.568,1.0,0.42,0.641,1.0,0.676,4.866
GLEDE,0.469,0.591,1.0,0.349,0.323,1.0,0.607,4.624
ALVAR,0.46,0.659,1.0,0.629,0.24,0.699,0.599,4.596
BAIKS,0.498,0.264,0.0,0.88,0.572,1.0,0.532,4.362
PANTS,0.443,0.219,0.0,0.079,0.399,0.06,0.224,3.284
CAPIZ,0.69,0.537,0.0,0.788,0.274,1.0,0.562,4.467
UNETH,0.594,0.698,0.0,0.071,0.245,1.0,0.451,4.078
STOMA,0.385,0.543,0.0,0.052,0.315,0.698,0.337,3.68
NIMPS,0.578,0.503,0.0,0.747,0.789,1.0,0.6,4.6
RENNE,0.359,0.453,1.0,0.133,0.228,1.0,0.512,4.292
FAZES,0.457,0.298,0.0,0.865,0.381,1.0,0.496,4.236
SEXTS,0.374,0.358,1.0,0.623,0.362,1.0,0.595,4.582
SAYON,0.394,0.47,0.0,0.265,0.492,1.0,0.433,4.016
DOCHT,0.717,0.605,0.0,0.618,0.207,1.0,0.544,4.404
NOWTY,0.716,0.567,0.0,0.793,0.425,1.0,0.597,4.59
PILES,0.399,0.204,0.0,0.218,0.601,0.532,0.333,3.665
FUERO,0.527,0.588,0.0,0.448,0.364,1.0,0.492,4.222
CLOMP,0.71,0.621,0.0,0.516,0.404,1.0,0.559,4.456
UNTIE,0.514,0.675,0.0,0.127,0.074,0.695,0.364,3.774
VISED,0.489,0.517,0.0,0.1,0.584,1.0,0.452,4.082
PYNED,0.629,0.439,0.0,0.812,0.623,1.0,0.588,4.558
HORAH,0.544,0.435,1.0,0.418,0.378,1.0,0.621,4.674
TRAGU,0.568,0.575,0.0,0.555,0.072,1.0,0.472,4.152
TILLY,0.645,0.494,1.0,0.224,0.408,0.646,0.577,4.52
WAURS,0.471,0.374,0.0,0.532,0.256,1.0,0.442,4.047
MORNA,0.481,0.398,0.0,0.815,0.334,1.0,0.502,4.257
EXITE,0.468,0.623,1.0,0.575,0.191,1.0,0.625,4.688
NGONI,0.633,0.687,1.0,0.215,0.73,1.0,0.703,4.96
REPAY,0.441,0.529,0.0,0.289,0.314,0.527,0.359,3.756
MESAS,0.189,0.354,1.0,0.066,0.354,0.694,0.417,3.96
MIEVE,0.495,0.527,1.0,0.44,0.455,1.0,0.637,4.73
LEANS,0.272,0.317,0.0,0.042,0.25,0.654,0.257,3.399
UHURU,0.731,0.751,1.0,0.962,0.369,0.693,0.749,5.122
LINDS,0.523,0.399,0.0,0.076,0.595,0.897,0.426,3.991
LEMAN,0.437,0.569,0.0,0.068,0.342,0.695,0.36,3.76
STARN,0.366,0.488,0.0,0.151,0.218,1.0,0.37,3.795
MULCT,0.745,0.57,0.0,0.82,0.193,1.0,0.574,4.509
SOLED,0.361,0.238,0.0,0.169,0.571,0.7,0.342,3.697
ANVIL,0.594,0.719,0.0,0.466,0.488,0.612,0.491,4.218
GIROS,0.462,0.336,0.0,0.509,0.312,1.0,0.439,4.036
NULLS,0.536,0.432,1.0,0.667,0.7,0.691,0.658,4.803
SONIC,0.491,0.368,0.0,0.117,0.183,0.137,0.244,3.354
SWEAT,0.353,0.501,0.0,0.336,0.256,0.22,0.285,3.498
OMLAH,0.562,0.676,0.0,0.887,0.684,1.0,0.628,4.698
RIVAS,0.434,0.441,0.0,0.428,0.234,0.678,0.376,3.816
STALL,0.388,0.487,1.0,0.056,0.33,0.473,0.449,4.072
CIRCA,0.555,0.49,1.0,0.561,0.2,0.288,0.52,4.32
LYNCH,0.784,0.684,0.0,0.733,0.342,0.203,0.49,4.215
CARAP,0.457,0.375,1.0,0.201,0.37,1.0,0.556,4.446
CLOYE,0.543,0.574,0.0,0.857,0.243,1.0,0.537,4.38
POUCH,0.753,0.519,0.0,0.377,0.396,0.249,0.419,3.966
DOFFS,0.655,0.482,1.0,0.799,0.893,1.0,0.79,5.265
WOODY,0.69,0.492,1.0,0.839,0.889,0.23,0.69,4.915
POMME,0.582,0.485,1.0,0.412,0.518,0.7,0.613,4.646
QUIFF,0.917,0.69,1.0,0.876,0.777,1.0,0.881,5.584
HOERS,0.355,0.347,0.0,0.389,0.43,1.0,0.414,3.949
LATED,0.418,0.378,0.0,0.029,0.115,0.661,0.282,3.487
WANGS,0.549,0.347,0.0,0.348,0.745,1.0,0.503,4.26
NEALS,0.272,0.337,0.0,0.163,0.249,1.0,0.33,3.655
PORNO,0.544,0.394,1.0,0.316,0.314,0.027,0.444,4.054
RANGS,0.428,0.303,0.0,0.213,0.356,1.0,0.388,3.858
MEATS,0.31,0.265,0.0,0.064,0.221,0.461,0.229,3.302
CLACH,0.667,0.57,1.0,0.381,0.338,1.0,0.66,4.81
PEEVO,0.467,0.543,1.0,0.72,0.653,1.0,0.704,4.964
ROARY,0.44,0.39,1.0,0.388,0.166,1.0,0.552,4.432
MISOS,0.356,0.412,1.0,0.325,0.801,1.0,0.62,4.67
TOWNO,0.622,0.576,1.0,0.51,0.27,1.0,0.659,4.806
VIEWS,0.543,0.49,0.0,0.646,0.674,0.013,0.409,3.932
WIDES,0.478,0.361,0.0,0.2,0.568,1.0,0.439,4.036
SODIC,0.516,0.462,0.0,0.321,0.187,1.0,0.424,3.984
ATOMY,0.55,0.609,0.0,0.29,0.252,1.0,0.46,4.11
GRIKE,0.574,0.546,0.0,0.759,0.264,1.0,0.529,4.352
NAPED,0.471,0.442,0.0,0.813,0.236,1.0,0.491,4.218
SACRE,0.282,0.388,0.0,0.263,0.168,0.692,0.297,3.54
TRUMP,0.707,0.666,0.0,0.731,0.132,0.347,0.458,4.103
PILIN,0.631,0.492,1.0,0.196,0.627,1.0,0.655,4.792
PUDOR,0.646,0.595,0.0,0.648,0.359,1.0,0.552,4.432
DICKS,0.632,0.48,0.0,0.563,0.349,0.108,0.383,3.84
FETAL,0.468,0.548,0.0,0.214,0.276,0.32,0.321,3.624
ZAIDA,0.516,0.53,1.0,0.815,0.606,1.0,0.722,5.027
RUMPS,0.586,0.481,0.0,0.87,0.327,0.677,0.5,4.25
PUKED,0.67,0.474,0.0,0.851,0.69,0.824,0.593,4.576
HILCH,0.767,0.62,1.0,0.547,0.321,1.0,0.715,5.002
LEPID,0.553,0.601,0.0,0.52,0.479,1.0,0.528,4.348
MAUMS,0.505,0.341,1.0,0.745,0.654,1.0,0.687,4.905
GASTS,0.333,0.346,1.0,0.222,0.474,1.0,0.54,4.39
WROTE,0.505,0.548,0.0,0.47,0.162,0.018,0.306,3.571
HEPAR,0.454,0.597,0.0,0.121,0.323,1.0,0.42,3.97
COURE,0.494,0.45,0.0,0.038,0.128,1.0,0.366,3.781
OARER,0.27,0.327,1.0,0.061,0.17,1.0,0.451,4.078
OGHAM,0.626,0.815,0.0,0.589,0.787,0.839,0.611,4.639
REFRY,0.562,0.602,1.0,0.408,0.4,1.0,0.652,4.782
SHEWN,0.533,0.57,0.0,0.499,0.586,0.848,0.509,4.282
BLUBS,0.656,0.49,1.0,0.898,0.774,1.0,0.788,5.258
ROZIT,0.629,0.581,0.0,0.929,0.1,1.0,0.549,4.422
IODID,0.598,0.607,1.0,0.398,0.83,1.0,0.725,5.038
CHOOK,0.699,0.597,1.0,0.569,0.534,0.879,0.712,4.992
AIDOS,0.352,0.443,0.0,0.568,0.546,1.0,0.472,4.152
SLOWS,0.42,0.369,1.0,0.774,0.822,0.588,0.638,4.733
EIRON,0.404,0.55,0.0,0.241,0.301,1.0,0.415,3.952
KEYER,0.453,0.54,1.0,0.602,0.442,0.728,0.61,4.635
TIMER,0.49,0.457,0.0,0.059,0.212,0.134,0.252,3.382
TWEAK,0.54,0.617,0.0,0.674,0.288,0.531,0.452,4.082
VITAS,0.467,0.436,0.0,0.153,0.248,0.898,0.377,3.82
VARAS,0.342,0.265,1.0,0.23,0.433,0.898,0.509,4.282
SHUBA,0.539,0.582,0.0,0.856,0.571,1.0,0.586,4.551
SEMIS,0.281,0.294,1.0,0.191,0.434,0.673,0.459,4.107
GRAMP,0.628,0.599,0.0,0.515,0.334,1.0,0.524,4.334
OCHER,0.525,0.687,0.0,0.075,0.332,1.0,0.445,4.058
SCART,0.408,0.484,0.0,0.239,0.202,0.583,0.328,3.648
DOABS,0.437,0.309,0.0,0.837,0.309,1.0,0.478,4.173
REGLE,0.403,0.555,1.0,0.463,0.167,0.698,0.533,4.366
HURTS,0.557,0.355,0.0,0.565,0.161,0.338,0.352,3.732
MUSTS,0.456,0.412,1.0,0.37,0.45,0.836,0.574,4.509
SINGE,0.429,0.399,0.0,0.049,0.293,0.699,0.323,3.63
REGGO,0.542,0.642,1.0,0.748,0.35,1.0,0.696,4.936
PAVIN,0.639,0.513,0.0,0.273,0.568,1.0,0.513,4.296
STUNK,0.607,0.587,0.0,0.534,0.292,0.794,0.483,4.19
PEEKS,0.364,0.335,1.0,0.829,0.704,0.686,0.624,4.684
SUSED,0.319,0.368,1.0,0.19,0.576,1.0,0.55,4.425
RUBIO,0.61,0.64,0.0,0.765,0.295,0.655,0.506,4.271
PIPER,0.532,0.449,1.0,0.476,0.442,0.299,0.533,4.366
BRIDE,0.541,0.509,0.0,0.442,0.18,0.116,0.322,3.627
PUNCE,0.628,0.483,0.0,0.536,0.221,1.0,0.493,4.226
FEALS,0.347,0.315,0.0,0.329,0.256,1.0,0.372,3.802
DWARF,0.682,0.63,0.0,0.781,0.192,0.326,0.46,4.11
NITRE,0.454,0.574,0.0,0.097,0.12,1.0,0.382,3.837
EIGHT,0.599,0.72,0.0,0.729,0.332,0.031,0.422,3.977
GRIPT,0.676,0.598,0.0,0.729,0.163,1.0,0.542,4.397
DEXES,0.402,0.352,1.0,0.609,0.624,1.0,0.638,4.733
ALTOS,0.34,0.466,0.0,0.278,0.226,0.59,0.319,3.617
BEAUX,0.59,0.498,0.0,0.852,0.126,0.666,0.469,4.142
BUNDU,0.783,0.567,1.0,0.512,0.774,1.0,0.774,5.209
TATES,0.267,0.187,1.0,0.009,0.26,0.693,0.389,3.862
FOOLS,0.487,0.312,1.0,0.514,0.89,0.316,0.577,4.52
RANDY,0.564,0.428,0.0,0.264,0.263,0.123,0.303,3.56
LOCUS,0.53,0.438,0.0,0.583,0.326,0.332,0.384,3.844
DIANA,0.417,0.482,1.0,0.705,0.253,0.147,0.492,4.222
BLING,0.735,0.573,0.0,0.093,0.627,0.539,0.459,4.107
FARCY,0.655,0.419,0.0,0.696,0.362,1.0,0.535,4.373
LIBEL,0.538,0.525,1.0,0.456,0.631,0.619,0.619,4.666
AMOWT,0.593,0.67,0.0,0.789,0.247,1.0,0.554,4.439
STAWS,0.358,0.37,1.0,0.621,0.337,1.0,0.589,4.562
TUTES,0.408,0.285,1.0,0.143,0.347,0.862,0.498,4.243
SOOTS,0.285,0.176,1.0,0.356,0.502,1.0,0.526,4.341
TREND,0.509,0.563,0.0,0.024,0.095,0.064,0.239,3.336
BENET,0.447,0.342,1.0,0.101,0.312,0.687,0.478,4.173
SOCES,0.259,0.152,1.0,0.211,0.318,1.0,0.467,4.134
SNACK,0.515,0.521,0.0,0.944,0.314,0.26,0.435,4.022
CIELS,0.406,0.35,0.0,0.506,0.22,1.0,0.413,3.946
BRAST,0.421,0.52,0.0,0.251,0.189,1.0,0.399,3.896
DOTTY,0.654,0.472,1.0,0.527,0.414,0.686,0.628,4.698
KNEES,0.329,0.374,1.0,0.434,0.679,0.235,0.491,4.218
WRIST,0.537,0.618,0.0,0.384,0.137,0.163,0.33,3.655
BORGO,0.618,0.441,1.0,0.612,0.356,0.683,0.618,4.663
OFTER,0.501,0.614,0.0,0.078,0.285,1.0,0.422,3.977
NAGES,0.336,0.282,0.0,0.735,0.353,1.0,0.44,4.04
COLIC,0.651,0.472,1.0,0.155,0.252,0.66,0.544,4.404
BUNDS,0.636,0.371,0.0,0.467,0.778,1.0,0.551,4.428
WAIDE,0.485,0.453,0.0,0.455,0.099,1.0,0.422,3.977
SUCKS,0.527,0.385,1.0,0.794,0.318,0.129,0.526,4.341
PITHS,0.585,0.416,0.0,0.504,0.435,1.0,0.5,4.25
BOMOR,0.599,0.516,1.0,0.271,0.492,1.0,0.642,4.747
THUNK,0.785,0.655,0.0,0.657,0.29,0.686,0.539,4.386
QUOTA,0.609,0.601,0.0,0.833,0.31,0.308,0.46,4.11
DWAMS,0.555,0.463,0.0,0.821,0.336,1.0,0.532,4.362
MILKS,0.591,0.38,0.0,0.875,0.769,0.694,0.555,4.442
FEMME,0.547,0.584,1.0,0.533,0.42,0.397,0.577,4.52
NAMAD,0.483,0.515,1.0,0.814,0.669,1.0,0.72,5.02
BICES,0.47,0.292,0.0,0.221,0.286,1.0,0.387,3.854
BOTHY,0.742,0.5,0.0,0.533,0.541,0.864,0.551,4.428
OXIMS,0.591,0.547,0.0,0.969,0.769,1.0,0.64,4.74
ACERB,0.466,0.668,0.0,0.35,0.077,1.0,0.431,4.008
STROP,0.466,0.511,0.0,0.19,0.227,0.847,0.383,3.84
INNIT,0.599,0.667,1.0,0.212,0.256,0.698,0.575,4.512
DICHT,0.745,0.666,0.0,0.353,0.167,1.0,0.514,4.299
TYLER,0.51,0.496,0.0,0.461,0.214,0.134,0.323,3.63
SPICA,0.462,0.534,0.0,0.459,0.083,0.696,0.381,3.834
OCTLI,0.602,0.749,0.0,0.58,0.144,1.0,0.521,4.324
BORNE,0.488,0.352,0.0,0.322,0.306,0.296,0.313,3.596
UPTER,0.538,0.614,0.0,0.334,0.182,1.0,0.454,4.089
EDUCE,0.485,0.726,1.0,0.475,0.182,1.0,0.629,4.702
LABIA,0.436,0.545,1.0,0.614,0.556,0.631,0.611,4.639
FORMS,0.549,0.31,0.0,0.436,0.451,0.016,0.319,3.617
HAKAS,0.401,0.384,1.0,0.711,0.82,1.0,0.688,4.908
AGAZE,0.443,0.597,1.0,0.937,0.081,1.0,0.653,4.786
HILLS,0.537,0.407,1.0,0.361,0.769,0.039,0.521,4.324
LIMMA,0.575,0.645,1.0,0.487,0.616,1.0,0.706,4.971
CULTI,0.679,0.54,0.0,0.562,0.116,1.0,0.502,4.257
BELOW,0.599,0.531,0.0,0.343,0.669,0.007,0.382,3.837
TYPTO,0.664,0.704,1.0,0.726,0.368,1.0,0.736,5.076
BLIMP,0.752,0.608,0.0,0.55,0.745,0.683,0.576,4.516
HALWA,0.541,0.542,1.0,0.651,0.811,1.0,0.736,5.076
CHAAP,0.548,0.527,1.0,0.708,0.389,1.0,0.681,4.884
