Word,LFS,PLFS,RLP,HLT,MatchReduction,AvgElimination,FeedbackGreen,FeedbackYellow,FeedbackGray
BOXEN,0.636,0.45,0.0,0.909,24.406,13635.6,0.053,0.173,0.773
UNWED,0.656,0.66,0.0,0.646,35.471,13697.733,0.013,0.213,0.773
MAUKA,0.534,0.49,1.0,0.934,19.921,13238.333,0.053,0.12,0.827
NIGHT,0.733,0.703,0.0,0.681,239.536,14482.133,0.107,0.2,0.693
WAGES,0.415,0.286,0.0,0.293,42.619,13649.4,0.067,0.293,0.64
PURRS,0.509,0.301,1.0,0.649,49.966,13761.067,0.053,0.173,0.773
CORES,0.346,0.106,0.0,0.003,148.42,13503.667,0.08,0.307,0.613
PALAS,0.318,0.218,1.0,0.16,41.566,13391.133,0.067,0.213,0.72
DELPH,0.633,0.575,0.0,0.655,190.018,14232.133,0.08,0.173,0.747
FAIRE,0.414,0.408,0.0,0.388,449.45,14089.133,0.213,0.227,0.56
RHONE,0.484,0.547,0.0,0.409,165.82,14477.0,0.16,0.187,0.653
MOWAS,0.472,0.357,0.0,0.438,16.13,13425.933,0.027,0.24,0.733
PROBS,0.528,0.404,0.0,0.674,64.249,13958.067,0.053,0.2,0.747
DEMOT,0.528,0.587,0.0,0.278,94.133,14248.8,0.093,0.213,0.693
MARGA,0.47,0.409,1.0,0.461,29.898,13774.8,0.053,0.213,0.733
PETIT,0.523,0.499,1.0,0.085,181.738,14211.8,0.093,0.24,0.667
IMBUE,0.612,0.787,0.0,0.824,54.499,14185.733,0.093,0.16,0.747
WEEST,0.342,0.581,1.0,0.109,145.906,13899.267,0.107,0.2,0.693
ABOON,0.483,0.632,1.0,0.403,37.664,13752.467,0.027,0.213,0.76
MAARE,0.283,0.342,1.0,0.345,228.759,13489.2,0.213,0.147,0.64
SENSE,0.142,0.372,1.0,0.051,84.758,14023.2,0.187,0.067,0.747
SWIMS,0.493,0.381,1.0,0.778,30.238,13770.6,0.093,0.08,0.827
SAMMY,0.523,0.41,1.0,0.764,55.249,13133.667,0.093,0.147,0.76
JINGO,0.738,0.629,0.0,0.712,128.319,13809.933,0.027,0.173,0.8
REKEY,0.453,0.448,1.0,0.73,31.327,13292.667,0.053,0.173,0.773
BULKY,0.824,0.52,0.0,0.974,86.63,13204.667,0.04,0.053,0.907
WANTA,0.493,0.462,1.0,0.083,47.183,13948.733,0.067,0.227,0.707
YOUTH,0.705,0.584,0.0,0.129,149.34,14350.467,0.093,0.133,0.773
GLOSS,0.395,0.452,1.0,0.648,123.069,13690.4,0.067,0.12,0.813
POOTS,0.449,0.24,1.0,0.396,68.303,13907.133,0.067,0.187,0.747
THUDS,0.624,0.496,0.0,0.695,97.561,14308.467,0.027,0.253,0.72
PERCE,0.435,0.413,1.0,0.208,727.08,13683.8,0.16,0.133,0.707
MENIL,0.529,0.477,0.0,0.134,37.889,14228.867,0.027,0.28,0.693
UREIC,0.522,0.663,0.0,0.14,367.253,14014.0,0.053,0.32,0.627
VENDU,0.667,0.617,0.0,0.167,35.941,13732.933,0.013,0.213,0.773
CUVEE,0.55,0.461,1.0,0.886,78.496,13362.067,0.147,0.053,0.8
POPOS,0.492,0.357,1.0,0.494,18.578,13213.867,0.04,0.107,0.853
BUTTS,0.596,0.388,1.0,0.542,48.582,13640.733,0.053,0.173,0.773
SYRUP,0.586,0.534,0.0,0.945,82.642,13922.4,0.067,0.173,0.76
HAEMS,0.368,0.356,0.0,0.817,79.106,13914.0,0.04,0.347,0.613
RAMAL,0.406,0.491,1.0,0.147,65.95,13547.2,0.08,0.2,0.72
BARYE,0.46,0.393,0.0,0.593,131.939,13672.0,0.16,0.213,0.627
ALCEA,0.32,0.529,1.0,0.352,200.731,13519.0,0.067,0.28,0.653
JAGGY,0.794,0.602,1.0,0.97,17.175,13448.267,0.053,0.12,0.827
CURSI,0.526,0.52,0.0,0.38,513.057,14060.267,0.093,0.24,0.667
SPUED,0.483,0.431,0.0,0.665,46.602,13802.467,0.067,0.213,0.72
YOGEE,0.432,0.453,1.0,0.541,30.992,13977.733,0.147,0.053,0.8
DAVIT,0.621,0.552,0.0,0.391,128.297,14016.733,0.12,0.227,0.653
FACIE,0.497,0.492,0.0,0.554,351.045,14021.6,0.16,0.24,0.6
TONES,0.339,0.151,0.0,0.006,72.19,14085.4,0.053,0.347,0.6
HACKS,0.565,0.423,0.0,0.584,38.679,13789.8,0.04,0.267,0.693
WITAN,0.585,0.589,0.0,0.077,56.267,14239.733,0.013,0.36,0.627
HOKIS,0.557,0.425,0.0,0.598,44.368,14014.933,0.04,0.2,0.76
LOWAN,0.555,0.568,0.0,0.272,25.89,13687.733,0.027,0.24,0.733
PAHUS,0.519,0.404,0.0,0.854,47.222,13893.533,0.053,0.253,0.693
GOLDY,0.714,0.482,0.0,0.832,65.44,13887.2,0.04,0.107,0.853
UNBOX,0.787,0.82,0.0,0.928,35.616,13610.133,0.0,0.133,0.867
DOWTS,0.576,0.405,0.0,0.783,39.662,13759.267,0.067,0.187,0.747
COPSE,0.423,0.515,0.0,0.449,134.811,14115.067,0.187,0.133,0.68
SNUCK,0.656,0.611,0.0,0.881,63.254,14014.0,0.08,0.133,0.787
HAARS,0.302,0.272,1.0,0.524,95.062,13944.6,0.12,0.227,0.653
BELLO,0.51,0.507,1.0,0.263,46.927,13485.6,0.053,0.16,0.787
NEBEK,0.513,0.535,1.0,0.703,22.924,13756.933,0.04,0.147,0.813
SLIPT,0.525,0.498,0.0,0.801,691.209,14464.0,0.187,0.147,0.667
TOKES,0.397,0.266,0.0,0.341,47.693,13681.933,0.053,0.293,0.653
HEWGH,0.766,0.695,1.0,0.87,38.786,13885.267,0.04,0.147,0.813
ALOSE,0.214,0.549,0.0,0.176,1451.444,13909.8,0.187,0.227,0.587
BUCKS,0.71,0.464,0.0,0.832,42.279,13189.267,0.027,0.147,0.827
PAIPS,0.455,0.257,1.0,0.776,67.318,13971.467,0.12,0.2,0.68
SEWAR,0.32,0.479,0.0,0.236,144.643,13188.467,0.053,0.373,0.573
MIEUX,0.663,0.579,0.0,0.94,32.27,13934.0,0.013,0.227,0.76
MADAL,0.473,0.489,1.0,0.229,33.107,13494.933,0.053,0.16,0.787
AHINT,0.556,0.573,0.0,0.29,261.205,14689.133,0.173,0.24,0.587
PLISH,0.582,0.57,0.0,0.283,240.499,14143.2,0.16,0.107,0.733
NUDGY,0.801,0.665,0.0,0.972,302.979,14000.4,0.04,0.107,0.853
TUQUE,0.675,0.67,1.0,0.987,73.426,13839.267,0.12,0.133,0.747
INANE,0.381,0.599,1.0,0.387,319.066,14311.2,0.2,0.187,0.613
GALAS,0.337,0.272,1.0,0.229,41.084,13443.733,0.053,0.227,0.72
NEELD,0.415,0.551,1.0,0.331,33.767,13875.8,0.027,0.213,0.76
URDEE,0.402,0.55,1.0,0.328,143.766,13641.867,0.16,0.107,0.733
AMYLS,0.477,0.576,0.0,0.899,43.74,13428.333,0.027,0.253,0.72
KEYED,0.519,0.534,1.0,0.69,17.701,13315.0,0.027,0.133,0.84
LACCY,0.653,0.551,1.0,0.75,74.242,13451.333,0.067,0.173,0.76
SLIDE,0.389,0.448,0.0,0.485,234.599,14120.2,0.213,0.133,0.653
ADOON,0.453,0.632,1.0,0.315,99.292,13551.067,0.027,0.227,0.747
KAUGH,0.725,0.581,0.0,0.925,66.75,13895.4,0.08,0.147,0.773
NAICE,0.422,0.457,0.0,0.771,588.11,14425.4,0.227,0.213,0.56
VAMPS,0.576,0.445,0.0,0.797,35.761,13235.0,0.067,0.187,0.747
TWIER,0.533,0.476,0.0,0.36,187.315,13981.733,0.08,0.32,0.6
GLEBE,0.499,0.612,1.0,0.643,107.701,13800.733,0.12,0.08,0.8
BORMS,0.529,0.267,0.0,0.556,31.121,13821.8,0.053,0.187,0.76
KRUNK,0.76,0.679,1.0,0.956,67.84,14013.067,0.093,0.08,0.827
BUAZE,0.584,0.486,0.0,0.964,103.537,13525.8,0.187,0.107,0.707
IMARI,0.478,0.681,1.0,0.178,75.527,14126.733,0.08,0.24,0.68
SEPAD,0.342,0.455,0.0,0.329,80.011,13971.4,0.053,0.333,0.613
VERTU,0.593,0.544,0.0,0.158,200.683,13861.0,0.053,0.293,0.653
GIANT,0.561,0.492,0.0,0.2,682.702,14384.067,0.173,0.227,0.6
REPOS,0.34,0.439,0.0,0.272,52.957,13768.867,0.04,0.32,0.64
COURD,0.652,0.49,0.0,0.224,112.114,13808.8,0.08,0.16,0.76
RESIN,0.333,0.566,0.0,0.002,111.879,14175.667,0.053,0.373,0.573
FLUBS,0.676,0.533,0.0,0.947,230.629,13264.2,0.053,0.12,0.827
UNBID,0.735,0.766,0.0,0.82,133.022,13933.067,0.013,0.187,0.8
FELTY,0.627,0.49,0.0,0.623,286.585,14044.533,0.067,0.227,0.707
DECAF,0.552,0.597,0.0,0.399,158.081,13834.8,0.027,0.32,0.653
RAZOO,0.486,0.592,1.0,0.928,65.329,13491.067,0.08,0.187,0.733
HIBAS,0.49,0.457,0.0,0.577,152.047,14076.867,0.013,0.333,0.653
POUTS,0.526,0.292,0.0,0.294,76.663,14195.667,0.08,0.2,0.72
KLIKS,0.613,0.475,1.0,0.948,46.56,13639.2,0.08,0.12,0.8
EYRAS,0.277,0.437,0.0,0.676,110.514,13525.733,0.027,0.413,0.56
FOGEY,0.641,0.41,0.0,0.639,101.497,13713.4,0.067,0.147,0.787
ALEEM,0.303,0.482,1.0,0.146,136.744,13704.2,0.067,0.24,0.693
PAPEY,0.517,0.332,1.0,0.631,36.819,13547.8,0.067,0.227,0.707
FIERS,0.408,0.394,0.0,0.193,93.192,13767.333,0.04,0.347,0.613
MOTET,0.496,0.362,1.0,0.162,70.833,14029.867,0.093,0.187,0.72
TULIP,0.672,0.56,0.0,0.61,173.409,14366.933,0.053,0.227,0.72
STEEK,0.321,0.421,1.0,0.382,129.223,13499.133,0.067,0.24,0.693
SCAFF,0.607,0.56,1.0,0.732,88.841,13473.667,0.107,0.173,0.72
QUEEN,0.53,0.512,1.0,0.543,17.826,13624.733,0.027,0.173,0.8
TANGO,0.533,0.469,0.0,0.149,114.855,14252.733,0.067,0.293,0.64
REPUT,0.538,0.629,0.0,0.419,146.356,14288.667,0.093,0.28,0.627
RORIE,0.362,0.364,1.0,0.091,146.92,13989.867,0.173,0.16,0.667
MONAS,0.393,0.239,0.0,0.668,29.03,13673.333,0.027,0.293,0.68
PONKS,0.573,0.276,0.0,0.626,84.741,13425.067,0.04,0.16,0.8
DEROS,0.33,0.311,0.0,0.087,52.524,13587.733,0.04,0.32,0.64
VENAL,0.491,0.535,0.0,0.563,49.476,13874.133,0.013,0.333,0.653
PIPED,0.598,0.443,1.0,0.581,33.14,13882.533,0.04,0.213,0.747
ALAPS,0.318,0.401,1.0,0.527,73.794,13929.733,0.133,0.147,0.72
FITTS,0.567,0.414,1.0,0.321,141.78,13777.933,0.053,0.227,0.72
BESEE,0.193,0.372,1.0,0.103,61.775,13335.133,0.133,0.08,0.787
FAULD,0.653,0.504,0.0,0.78,65.001,13613.867,0.067,0.173,0.76
MOLEY,0.537,0.294,0.0,0.486,35.808,13576.933,0.053,0.173,0.773
APODS,0.417,0.472,0.0,0.642,85.889,13657.267,0.027,0.28,0.693
CIRCS,0.549,0.331,1.0,0.804,259.696,13811.267,0.08,0.227,0.693
PLOOK,0.633,0.565,1.0,0.677,36.693,13531.0,0.04,0.067,0.893
ASYLA,0.319,0.742,1.0,0.777,38.005,13369.133,0.027,0.24,0.733
WAITE,0.452,0.415,0.0,0.207,368.495,14116.867,0.213,0.227,0.56
WOUND,0.731,0.548,0.0,0.274,123.131,13662.2,0.08,0.067,0.853
LADDU,0.603,0.609,1.0,0.674,354.797,13257.067,0.053,0.173,0.773
TICES,0.408,0.307,0.0,0.028,264.724,14003.333,0.04,0.4,0.56
BLEYS,0.485,0.467,0.0,0.654,93.347,13293.533,0.04,0.227,0.733
TUFFE,0.694,0.662,1.0,0.913,95.236,13930.867,0.12,0.147,0.733
KAINS,0.443,0.308,0.0,0.441,67.286,13990.133,0.133,0.213,0.653
KUNDS,0.639,0.44,0.0,0.804,28.643,13559.6,0.013,0.173,0.813
SEEDS,0.167,0.273,1.0,0.24,28.288,13154.733,0.053,0.173,0.773
ALALA,0.279,0.529,1.0,0.087,47.622,13348.933,0.12,0.053,0.827
MAWNS,0.53,0.372,0.0,0.759,32.928,13572.8,0.08,0.2,0.72
NEDDY,0.619,0.623,1.0,0.667,59.758,13654.733,0.04,0.173,0.787
MENGS,0.494,0.346,0.0,0.242,30.549,13957.333,0.013,0.28,0.707
EWHOW,0.683,0.857,1.0,0.534,15.946,13822.133,0.0,0.2,0.8
DOUCS,0.565,0.386,0.0,0.707,69.567,13657.067,0.08,0.147,0.773
TOOLS,0.404,0.283,1.0,0.404,138.349,13786.133,0.04,0.227,0.733
WACKS,0.594,0.435,0.0,0.695,34.81,12995.333,0.04,0.227,0.733
KYPES,0.534,0.464,0.0,0.827,44.36,13292.2,0.027,0.213,0.76
BUNJY,0.881,0.541,0.0,0.997,31.851,13623.667,0.027,0.08,0.893
BRAID,0.552,0.481,0.0,0.571,136.093,14146.533,0.133,0.213,0.653
SPIFS,0.489,0.39,1.0,0.895,62.885,13885.467,0.093,0.107,0.8
WYLED,0.663,0.544,0.0,0.855,40.695,13572.333,0.04,0.16,0.8
CHOLI,0.659,0.59,0.0,0.249,57.554,14486.667,0.027,0.227,0.747
QUINT,0.759,0.608,0.0,0.35,135.046,14508.0,0.16,0.107,0.733
PANTO,0.514,0.396,0.0,0.03,387.114,14251.067,0.093,0.267,0.64
CLOWN,0.719,0.624,0.0,0.742,76.257,13944.667,0.053,0.133,0.813
COKEY,0.611,0.385,0.0,0.711,41.006,13611.4,0.067,0.16,0.773
SYVER,0.489,0.503,0.0,0.813,49.575,13467.733,0.067,0.24,0.693
COTHS,0.563,0.374,0.0,0.347,121.435,14347.467,0.067,0.253,0.68
YOKUL,0.711,0.684,0.0,0.941,23.42,13534.867,0.027,0.093,0.88
VOGUE,0.638,0.605,0.0,0.932,33.847,13955.733,0.133,0.08,0.787
OLDEN,0.49,0.604,0.0,0.264,84.156,13853.267,0.053,0.227,0.72
VARDO,0.56,0.502,0.0,0.52,124.515,13516.6,0.067,0.227,0.707
VIBED,0.673,0.55,0.0,0.493,28.133,13734.733,0.027,0.213,0.76
CIRES,0.374,0.167,0.0,0.147,184.752,13864.4,0.067,0.36,0.573
FONDS,0.58,0.336,0.0,0.131,43.199,13766.467,0.04,0.173,0.787
ADAWS,0.397,0.476,1.0,0.811,54.429,13406.667,0.093,0.147,0.76
AMUSE,0.336,0.644,0.0,0.457,444.657,13831.4,0.173,0.2,0.627
SISAL,0.246,0.463,1.0,0.094,76.001,13766.133,0.053,0.28,0.667
PHONE,0.56,0.507,0.0,0.247,250.713,14299.733,0.147,0.133,0.72
KWAAI,0.528,0.613,1.0,0.969,31.516,13696.067,0.067,0.147,0.787
BRUHS,0.619,0.471,0.0,0.986,551.117,14014.6,0.08,0.173,0.747
RUNTY,0.672,0.487,0.0,0.494,127.529,14523.2,0.067,0.227,0.707
WONKS,0.617,0.36,0.0,0.707,19.324,13310.6,0.027,0.147,0.827
PSOAS,0.264,0.39,1.0,0.672,26.579,13511.267,0.013,0.267,0.72
ALOWE,0.422,0.585,0.0,0.324,144.515,13860.267,0.147,0.187,0.667
KNOWS,0.617,0.546,0.0,0.843,19.608,13311.667,0.0,0.173,0.827
AZIDO,0.581,0.656,0.0,0.954,632.934,13566.533,0.093,0.187,0.72
RAIKE,0.397,0.409,0.0,0.712,558.011,14010.267,0.213,0.213,0.573
SIDEY,0.435,0.342,0.0,0.448,57.21,13989.2,0.08,0.24,0.68
SADES,0.178,0.132,1.0,0.128,95.923,13475.6,0.107,0.253,0.64
TARED,0.387,0.257,0.0,0.019,400.286,13965.8,0.08,0.4,0.52
CULCH,0.808,0.584,1.0,0.774,175.766,14011.4,0.107,0.053,0.84
POTED,0.527,0.337,0.0,0.12,77.804,14105.533,0.053,0.267,0.68
AFOOT,0.496,0.629,1.0,0.586,133.185,13934.533,0.08,0.213,0.707
KEREL,0.406,0.388,1.0,0.064,31.859,13237.467,0.04,0.213,0.747
KAKIS,0.501,0.418,1.0,0.831,33.23,13508.067,0.053,0.24,0.707
DEVOS,0.461,0.467,0.0,0.688,35.539,13271.067,0.027,0.24,0.733
METOL,0.493,0.55,0.0,0.121,69.184,14147.4,0.013,0.307,0.68
AVIZE,0.57,0.629,0.0,0.906,169.933,13953.267,0.173,0.16,0.667
SAIDS,0.281,0.186,1.0,0.534,87.773,13749.733,0.133,0.187,0.68
KILTS,0.548,0.406,0.0,0.619,105.4,13941.067,0.053,0.253,0.693
PUNAS,0.469,0.295,0.0,0.887,46.437,13840.6,0.027,0.293,0.68
COPAL,0.552,0.512,0.0,0.211,52.942,13950.533,0.053,0.24,0.707
PRIAL,0.498,0.489,0.0,0.194,210.731,14404.533,0.107,0.267,0.627
ANGRY,0.593,0.67,0.0,0.258,69.935,14244.533,0.053,0.267,0.68
SOOTY,0.45,0.305,1.0,0.457,65.974,13921.2,0.093,0.147,0.76
SLANE,0.272,0.392,0.0,0.262,530.447,14117.867,0.267,0.16,0.573
QUEST,0.527,0.657,0.0,0.356,155.383,13955.533,0.107,0.227,0.667
GOOPY,0.676,0.469,1.0,0.855,38.568,13637.4,0.04,0.067,0.893
PLORE,0.459,0.501,0.0,0.097,96.344,14092.2,0.147,0.173,0.68
DUBBY,0.856,0.661,1.0,0.956,35.068,13370.467,0.027,0.053,0.92
HIMBO,0.719,0.687,0.0,0.668,124.946,14059.6,0.04,0.147,0.813
DOGAL,0.555,0.541,0.0,0.539,134.07,13713.133,0.053,0.213,0.733
APPAL,0.482,0.686,1.0,0.477,25.563,13480.067,0.027,0.173,0.8
DORRS,0.422,0.271,1.0,0.395,54.994,13518.4,0.067,0.173,0.76
CANDO,0.553,0.454,0.0,0.096,197.627,13787.867,0.08,0.227,0.693
REWAN,0.448,0.589,0.0,0.113,125.94,13749.133,0.04,0.36,0.6
KAGOS,0.469,0.421,0.0,0.812,26.128,13587.867,0.053,0.227,0.72
CLOOP,0.617,0.591,1.0,0.587,48.549,13939.467,0.053,0.107,0.84
ADAYS,0.354,0.478,1.0,0.606,55.206,13704.933,0.093,0.16,0.747
GULET,0.588,0.437,0.0,0.494,176.266,14110.8,0.093,0.227,0.68
PORTE,0.461,0.325,0.0,0.086,411.826,14191.8,0.173,0.213,0.613
CLEPT,0.592,0.607,0.0,0.626,361.236,14311.6,0.12,0.227,0.653
HAIKS,0.493,0.32,0.0,0.801,52.526,14155.133,0.093,0.24,0.667
MIYAS,0.457,0.427,0.0,0.96,33.757,13870.0,0.013,0.307,0.68
YEARD,0.431,0.533,0.0,0.402,194.548,13811.333,0.093,0.293,0.613
MIFTY,0.776,0.584,0.0,0.707,111.236,14066.267,0.04,0.187,0.773
OATER,0.304,0.417,0.0,0.07,164.101,13976.667,0.053,0.44,0.507
LINER,0.452,0.409,0.0,0.005,49.908,14252.467,0.027,0.36,0.613
MANOS,0.393,0.258,0.0,0.155,29.286,13685.667,0.04,0.28,0.68
ROWER,0.471,0.446,1.0,0.177,31.952,13292.067,0.067,0.187,0.747
SHURA,0.442,0.54,0.0,0.557,183.032,14033.6,0.067,0.307,0.627
QUIRL,0.715,0.626,0.0,0.864,91.779,14108.867,0.08,0.16,0.76
JAFAS,0.473,0.439,1.0,0.818,17.636,13032.8,0.04,0.187,0.773
CLACK,0.675,0.576,1.0,0.516,120.8,13280.867,0.147,0.08,0.773
PIKEL,0.586,0.472,0.0,0.801,34.646,13978.467,0.04,0.227,0.733
MENAD,0.472,0.44,0.0,0.67,51.115,13951.733,0.013,0.333,0.653
FLUKY,0.844,0.639,0.0,0.989,47.213,13569.467,0.053,0.04,0.907
REANS,0.241,0.296,0.0,0.015,1320.371,13927.933,0.147,0.333,0.52
ENATE,0.27,0.569,1.0,0.435,482.677,14147.2,0.187,0.227,0.587
MATES,0.31,0.179,0.0,0.011,138.664,13909.0,0.053,0.4,0.547
ABRAY,0.471,0.516,1.0,0.615,45.214,13584.733,0.04,0.213,0.747
THANS,0.458,0.379,0.0,0.018,172.253,14475.2,0.12,0.293,0.587
KUYAS,0.528,0.506,0.0,0.971,19.99,13281.067,0.013,0.24,0.747
SONGY,0.57,0.348,0.0,0.397,49.003,13871.8,0.067,0.147,0.787
INCOG,0.674,0.808,0.0,0.205,1049.759,14121.2,0.013,0.24,0.747
GAUDS,0.513,0.364,0.0,0.829,56.695,13610.067,0.053,0.24,0.707
HOKUM,0.77,0.659,0.0,0.94,40.523,13819.933,0.027,0.093,0.88
DOGMA,0.601,0.594,0.0,0.836,130.569,13769.733,0.053,0.187,0.76
BLEND,0.603,0.566,0.0,0.11,108.609,13871.067,0.08,0.173,0.747
ARECA,0.289,0.598,1.0,0.039,1219.335,13287.0,0.093,0.307,0.6
DIRGE,0.541,0.477,0.0,0.588,432.924,13974.6,0.133,0.213,0.653
SARGE,0.295,0.284,0.0,0.392,890.884,13780.4,0.187,0.267,0.547
RYIJY,0.773,0.638,1.0,0.999,264.295,14075.2,0.093,0.093,0.813
LATUS,0.416,0.379,0.0,0.23,246.408,13770.867,0.04,0.347,0.613
GAMBE,0.555,0.531,0.0,0.651,65.344,14216.533,0.147,0.16,0.693
SHACK,0.565,0.505,0.0,0.402,118.778,13914.2,0.133,0.173,0.693
RENAL,0.359,0.474,0.0,0.425,136.55,13950.867,0.04,0.4,0.56
REUSE,0.248,0.53,1.0,0.28,392.397,13514.533,0.187,0.133,0.68
SLISH,0.419,0.505,1.0,0.429,216.88,14149.6,0.187,0.053,0.76
PAGAN,0.511,0.469,1.0,0.323,49.038,13815.467,0.067,0.173,0.76
STIRP,0.494,0.539,0.0,0.331,341.682,14348.933,0.12,0.267,0.613
KYLIE,0.587,0.622,0.0,0.906,56.646,14240.933,0.133,0.12,0.747
CALIF,0.62,0.455,0.0,0.259,84.214,14061.333,0.093,0.227,0.68
HANDS,0.49,0.33,0.0,0.104,33.326,14153.6,0.04,0.293,0.667
KIRKS,0.582,0.387,1.0,0.861,42.02,13688.933,0.027,0.227,0.747
DOCUS,0.565,0.425,0.0,0.646,52.291,13601.933,0.04,0.187,0.773
UVEAS,0.391,0.52,0.0,0.703,39.55,13367.333,0.0,0.36,0.64
SHAPS,0.372,0.318,1.0,0.656,82.294,14033.467,0.12,0.16,0.72
GONZO,0.704,0.54,1.0,0.961,44.663,13719.133,0.04,0.08,0.88
MUMMY,0.829,0.594,1.0,0.923,34.468,13113.867,0.027,0.027,0.947
THAWT,0.658,0.601,1.0,0.705,144.919,14143.933,0.133,0.147,0.72
ACTIN,0.548,0.662,0.0,0.043,191.356,14367.8,0.04,0.387,0.573
HOARD,0.52,0.452,0.0,0.46,84.87,14442.4,0.107,0.227,0.667
HOWLS,0.598,0.443,0.0,0.845,35.73,13763.733,0.027,0.173,0.8
BUNDT,0.757,0.535,0.0,0.503,98.897,14425.067,0.08,0.147,0.773
BLUSH,0.651,0.646,0.0,0.63,1048.573,13694.333,0.12,0.08,0.8
SUPES,0.329,0.236,1.0,0.389,29.209,13518.467,0.067,0.187,0.747
CROGS,0.534,0.407,0.0,0.753,116.842,13879.2,0.067,0.227,0.707
SERON,0.305,0.371,0.0,0.006,63.816,13875.133,0.067,0.32,0.613
SOLVE,0.426,0.384,0.0,0.671,257.83,13578.733,0.173,0.107,0.72
CHERT,0.575,0.593,0.0,0.028,603.969,14313.467,0.093,0.32,0.587
TOTTY,0.622,0.455,1.0,0.33,33.972,13892.333,0.067,0.093,0.84
ABORN,0.499,0.633,0.0,0.489,70.402,14049.533,0.04,0.293,0.667
VINHO,0.718,0.638,0.0,0.449,136.254,14118.8,0.04,0.173,0.787
AGREE,0.29,0.412,1.0,0.328,316.111,13865.2,0.147,0.227,0.627
SNUSH,0.477,0.595,1.0,0.767,196.634,14207.533,0.12,0.08,0.8
DANKS,0.498,0.304,0.0,0.623,46.474,13571.0,0.053,0.24,0.707
PROUD,0.646,0.547,0.0,0.369,72.578,14061.4,0.053,0.16,0.787
RACON,0.486,0.543,0.0,0.057,681.614,13892.067,0.067,0.307,0.627
SHALY,0.491,0.416,0.0,0.286,104.214,13869.0,0.107,0.2,0.693
PAGED,0.525,0.362,0.0,0.31,49.992,14245.467,0.08,0.253,0.667
PULSE,0.448,0.494,0.0,0.614,356.217,13873.467,0.173,0.12,0.707
SHANK,0.523,0.471,0.0,0.362,60.953,14299.8,0.147,0.16,0.693
ONSET,0.339,0.603,0.0,0.054,281.675,14158.0,0.067,0.333,0.6
SPAIN,0.42,0.47,0.0,0.255,130.325,14328.133,0.12,0.253,0.627
REGEX,0.518,0.5,1.0,0.373,36.047,13580.533,0.067,0.173,0.76
UREAS,0.259,0.448,0.0,0.045,610.771,13507.4,0.04,0.413,0.547
ORLOP,0.534,0.667,1.0,0.435,51.014,13975.067,0.053,0.147,0.8
MUSHY,0.678,0.602,0.0,0.825,106.74,13519.067,0.027,0.147,0.827
CRONK,0.666,0.561,0.0,0.466,259.679,13791.4,0.107,0.133,0.76
LATCH,0.618,0.562,0.0,0.318,320.231,14181.533,0.093,0.28,0.627
BLIVE,0.637,0.557,0.0,0.389,87.357,13973.933,0.187,0.067,0.747
HONDS,0.555,0.35,0.0,0.13,49.431,14006.533,0.027,0.213,0.76
GAMAY,0.548,0.459,1.0,0.488,36.62,13482.067,0.053,0.133,0.813
HEATH,0.503,0.496,1.0,0.001,264.452,14251.667,0.133,0.267,0.6
ARNIS,0.344,0.374,0.0,0.256,411.571,14236.333,0.08,0.36,0.56
PURAU,0.575,0.457,1.0,0.595,34.009,13746.733,0.04,0.24,0.72
TOFUS,0.566,0.446,0.0,0.344,58.345,13962.4,0.04,0.227,0.733
HINDS,0.582,0.411,0.0,0.1,58.314,14130.067,0.013,0.267,0.72
MEWED,0.54,0.463,1.0,0.26,17.741,13317.733,0.027,0.133,0.84
COWKS,0.658,0.414,0.0,0.948,24.626,13257.067,0.053,0.12,0.827
BIRLS,0.511,0.295,0.0,0.813,82.191,13984.2,0.04,0.267,0.693
GOYIM,0.704,0.609,0.0,0.921,95.076,13816.0,0.04,0.133,0.827
STEND,0.422,0.525,0.0,0.005,164.456,14224.0,0.093,0.293,0.613
ALANT,0.404,0.532,1.0,0.021,299.458,14561.533,0.213,0.12,0.667
NOLLE,0.455,0.473,1.0,0.23,55.411,13981.133,0.147,0.107,0.747
FULTH,0.792,0.577,0.0,0.55,404.957,14132.0,0.093,0.133,0.773
TASAR,0.244,0.467,1.0,0.109,144.08,13604.333,0.053,0.36,0.587
LUVVY,0.891,0.698,1.0,1.0,20.399,13180.067,0.013,0.067,0.92
DIVES,0.489,0.352,0.0,0.174,34.489,13602.867,0.04,0.267,0.693
LUNGE,0.596,0.541,0.0,0.438,51.53,14307.8,0.107,0.16,0.733
SNICK,0.607,0.55,0.0,0.642,104.396,14230.0,0.12,0.147,0.733
DERTH,0.559,0.474,0.0,0.013,217.641,14583.8,0.093,0.293,0.613
COSEY,0.424,0.344,0.0,0.363,42.034,13666.867,0.067,0.24,0.693
DISCI,0.544,0.65,1.0,0.371,51.761,13842.933,0.053,0.187,0.76
UNCOS,0.54,0.612,0.0,0.342,46.468,13905.533,0.0,0.253,0.747
YUKOS,0.592,0.56,0.0,0.988,28.044,13466.0,0.013,0.147,0.84
TANSY,0.444,0.414,0.0,0.324,89.317,14382.6,0.093,0.293,0.613
METAL,0.429,0.511,0.0,0.075,198.066,14028.8,0.013,0.4,0.587
BARDE,0.449,0.359,0.0,0.335,134.475,13737.2,0.16,0.227,0.613
SAUCY,0.512,0.384,0.0,0.824,95.263,13748.467,0.12,0.187,0.693
